Ground Truth,Language,Comments
Crisis,Roman Urdu,"In gaddaron ko saza-e-maut do, taake insaniyat ka dhaancha mazboot ho."
Crisis,Roman Urdu,Is Aunti Ko ussi Paaani Me Dubkiyan deni chahiye joh Kal Lahore me Khara tha Shirko pr
Crisis,Roman Urdu,"In darindon ko saza dilao, inko insaaf dilane ka waqt aa gaya hai."
Crisis,Roman Urdu,"In fitnon ko saza-e-maut do, taake sab ko insaaf ka sandesa mil sake."
Crisis,Roman Urdu,"Is restaurant ko mita do, taake iske maalik ko sharaminda hona pare."
Crisis,Roman Urdu,"In zalimon ko saza-e-maut do, taake dosron ko insaaf ki zarurat ka ehsaas ho."
Crisis,Roman Urdu,"In haramzadon ko desh se nikalo, inka koi maqam nahi yahan."
Crisis,Roman Urdu,"In gaddaron ko publically shame karo, taake unka sahi chehra samne aaye."
Crisis,Roman Urdu,"In haramzadon ko publically expose karo, taake dosron ko unki asliyat pata chal sake."
Crisis,Roman Urdu,sara shehar band kardo koi sala bahar na ay
Crisis,Roman Urdu,Iss aunty ko bomb laga k urra do
Crisis,Roman Urdu,"Is dukaan ko dhuaan utha do, taake iska naam mitti mein mil jaye."
Crisis,Roman Urdu,soon someone will murder you ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ you will be histroy like qandeel baloch but there are some people who respect her but no one respect u
Crisis,Roman Urdu,"In zalimon ki fitrat ko social media par spread karo, taake unka koi supporter na rahe."
Crisis,Roman Urdu,"In darindon ko zinda jala do, taake ye dobara kisi ko nuksan na pahuncha sakein."
Crisis,Roman Urdu,tmhari gand pe fire marunga main chinal
Crisis,Roman Urdu,"In haramkhoro ko dhamkian do, taake unko apni galtiyan sudharne ki zarurat mehsoos ho."
Crisis,Roman Urdu,"In darindon ko phansi do, taake dosron ka dil sehar na jaye."
Crisis,Roman Urdu,"In haramkhoro ko insaaf ka tadbeer do, taake ye dobara dosron ka dil na dukhayein."
Crisis,Roman Urdu,Iss ky tukray kar denay bantay thy
Crisis,Roman Urdu,"In fitnon ko saza dilane ka waqt aa gaya hai, inko nahi chhorna chahiye."
Crisis,Roman Urdu,"In galiyon ke keede ko publically shame karo, taake sachai ka samna kar sakein."
Crisis,Roman Urdu,Aisai jahil quom ko marnay daina chahye
Crisis,Roman Urdu,ibratnak mout di jaye kanjar haqani ko
Crisis,Roman Urdu,geo ko aag laga deni chahiye
Crisis,Roman Urdu,abay iski kuss itni bari ha kitnay fire marey ga
Crisis,Urdu,میں آپ کو ایک ایسا سبق سکھاؤں گا کہ آپ کبھی میرے خلاف نہ کھڑے ہوں۔
Crisis,Urdu,میں آپ کو ایک ایسی عبرت سکھاؤں گا کہ آپ کبھی بھی میرے سامنے نہ آئیں۔
Crisis,Urdu,اگر آپ میری خواہشات کو نظرانداز کرتے رہے، تو میں آپ کو سخت تنبیہ کر دوں گا۔
Crisis,Urdu,میں آپ کو ایک زندہ جہنم میں بھیج دوں گا اگر آپ میری عزت کو ہلا دیں!
Crisis,Urdu,آپ کو میرے عہد وفا کا احساس بھی نہیں ہوگا، اگر آپ میری راہ میں آئیں۔
Crisis,Urdu,آپکو میری دھمکی سن کر خوفزدہ ہونا چاہئے۔
Crisis,Urdu,آپ کو میری طاقت کا اندازہ بھی نہیں، اگر آپ میری راہ میں آئیں۔
Crisis,Urdu,آپ میری مخالفت کرتے ہیں تو میں آپ کو شدید پریشانیوں میں ڈال دوں گا۔
Crisis,Urdu,آپ کو میرے خلاف کوئی عمل کرنے سے بہتر ہے کہ آپ خود کو دنیا سے نکال لیں!
Crisis,Urdu,آپ کو میری راہ میں بہت موقع نہیں ملے گا، لیکن اگر آپ ملے تو آپ کا بربادی مضمون ہوگا۔
Crisis,Urdu,آپ کو میرا خون کھول دینا پڑے گا اگر آپ میرے مقابلے میں آئیں۔
Crisis,Urdu,میں آپ کی سرگرمیاں روک دوں گا اگر آپ میرے کہہ دی ہدایت نہیں کرتے۔
Crisis,Urdu,میں آپ کو ایک ایسی تباہی دوں گا کہ آپ کبھی اپنی غلطی دوہرا نہیں سکیں گے۔
Crisis,Urdu,میں آپ کو خدّتِ تھقبان دوں گا اگر آپ میرے عہدوں کو ناکام کریں گے!
Crisis,Urdu,"میں آپ کو شدید نقصان پہنچاؤں
آپ میرے خلاف ہوتے تو میں آپ کو بہترین سبق سکھاتا۔"""
Crisis,Urdu,آپ کو میری طاقت کا اندازہ بھی نہیں، اور میں آپ کو زندہ جلا دوں گا۔
Crisis,Urdu,آپ کو میرے اندھے غضب کا سامنا کرنا پڑے گا۔
Crisis,Urdu,آپ کو میرے حملے سے بچنے کے لئے آپ کو بہت جلدی کرنا پڑے گا۔
Crisis,Urdu,آپ کو میرے خوابوں کی پلٹنی پڑے گی اگر آپ میری راہ میں آئیں۔
Crisis,Urdu,آپ کو میرے حملے سے بچنے کا کوئی راستہ نہیں ہوگا، میں آپ کو ہر جگہ دھونڈ لوں گا۔
Crisis,Urdu,میں آپ کو ہمیشہ کے لئے بھولا دوں گا اگر آپ میری دوستی کو مکمل کریں!
Crisis,Urdu,میں آپ کو ایک بے چین جہنم میں بھیج دوں گا اگر آپ میرے خلاف بولیں!
Crisis,Urdu,آپ میرے خلاف کچھ بھی کر سکتے ہیں، لیکن اس کا نتیجہ بہت برا ہوگا۔
Crisis,Urdu,آپ کو میرے حملے سے بچنے کے لئے صرف ایک راستہ ہے، میری خوش زندگی کا حاملہ بن جائیں!
Crisis,Urdu,اگر آپ ہمیشہ میرے دل کی بات نہیں مانتے، تو میں آپ کو چھوڑ دوں گا۔
Crisis,Urdu,آپ کو میرے راستے میں آنے کے بعد آپ کا زندگی کیلئے کوئی امید باقی نہیں رہے گی۔
Crisis,Urdu,اگر آپ میرے راستے میں آئیں، تو آپ کو خون کی نہر میں بہا دوں گا۔
Crisis,Urdu,میں آپ کو خدّتِ ضرب دوں گا اگر آپ میرے خلاف ہیں۔
Crisis,Urdu,میں آپ کو بہت بڑی سزا دوں گا۔
Crisis,Urdu,میں آپ کو برباد کر دوں گا۔
Crisis,Urdu,آپ میرے خلاف کچھ کرنے کی کوشش نہ کریں، ورنہ آپ کو پچھتاوا ہوگا۔
Crisis,Urdu,آپ میرے ساتھ کوئی بھی بے اصولی نہیں کر سکتے۔
Crisis,Urdu,میں آپ کو اس شہر میں محبوب نہیں بنا سکتا، لیکن میں آپ کو ناپسندیدہ بنا سکتا ہوں!
Crisis,Urdu,میں آپ کو ایک بے ہودہ سزا دوں گا جو آپ کی زندگی کی خواہش کو بھی ختم کر دے گا۔
Crisis,Urdu,آپ کو میری طاقت کا اندازہ بھی نہیں، اور میں آپ کو زمین میں گومر بنا دوں گا اگر آپ میری راہ میں آئیں۔
Crisis,Urdu,میں آپ کو ایک ایسا درد دوں گا جسے آپ کبھی نہیں بھول پائیں گے۔
Crisis,Urdu,میں آپ کو ایک خواب کی دنیا میں ڈال دوں گا جس سے آپ کبھی بھی بیدار نہیں ہو سکیں گے!
Crisis,Urdu,میں آپ کو ایک ایسا دکھ دوں گا کہ آپ کبھی میرے خلاف نہ کھڑے ہوں۔
Crisis,Urdu,آپ کو میرے حملے سے بچنے کی کوئی چھپانے کیلئے راہ نہیں ہوگی۔
Crisis,Urdu,میں آپ کو ایسا سیکھاؤں گا کہ آپ کبھی بھی میری بری کے خلاف کچھ نہ بولیں گے۔
Crisis,Urdu,آپ کو میرے اندر بھیج دینے کے لئے میں کسی بھی حد تک جا سکتا ہوں، اور میں اندھیرے میں آپ کو بھیج دوں گا۔
Crisis,Urdu,آپ میرے خلاف ہوتے تو میں آپ کو بہترین سبق سکھاتا۔
Crisis,Urdu,میں آپ کو ایسا دھماکہ دوں گا کہ آپ کبھی بھی اپنے آپ کو بچانے کی کوشش نہیں کر پائیں گے۔
Crisis,Urdu,مجھے انتظار کرنا نہیں آتا، میں آپ کو فوراً سزا دوں گا۔
Crisis,Urdu,آپ کو میں خطرناک موقف میں ڈال سکتا ہوں۔
Crisis,Urdu,اگر آپ میرے خلاف چلے گئے تو آپ کو بہترین سبق سکھایا جائےگا۔
Crisis,Urdu,میں آپ کو اپنے دشمنوں کے سامنے شرمناک بنا دوں گا۔
Crisis,Urdu,میں آپ کو اس جہنم کا سفر کروا دوں گا جو آپ کبھی نہیں بھولیں گے۔
Crisis,Urdu,میں آپ کو زندگی کی سب سے بڑی پریشانی پہ ڈال دوں گا اگر آپ میرے راز فاش کریں!
Crisis,Urdu,اگر آپ میرے خلاف چلتے تو میں آپ کو کچھ نہ کچھ سکرا دوں گا۔
Crisis,Urdu,آپ کو میری طاقت کا احساس کرواؤں گا جو آپ کو ہمیشہ کے لئے خاموش کر دے گا!
Crisis,Urdu,مجھے آپ کو بے نقاب کرنا ہوگا اگر آپ میرے کہنے پر عمل نہیں کرتے۔
Crisis,Urdu,میں آپ کی دکان جلاوٴں۔
Crisis,Urdu,آپ کو میری طاقت کا احساس ہوگا، اور آپ خود کو مجھ سے بچانے کی کوشش کریں گے۔
Crisis,Urdu,آپ کو زندہ جلا دوں گا اگر آپ میرے اعتبار کی چھیڑ چھاڑ کریں!
Crisis,Urdu,آپ میرے ساتھ کوئی بھی شرارت نہیں کر سکتے۔
Crisis,Urdu,میں آپ کو ایسی موت دوں گا کہ آپ کو یاد رہے کہ کبھی میرے خلاف کچھ نہ بولیں!
Crisis,Urdu,میں آپ کی رسمیت خراب کر دوں گا۔
Crisis,Urdu,آپ کو میرے حملے سے بچنے کا کوئی راستہ نہیں، میں آپ کو پوری طرح شکست دوں گا۔
Crisis,Urdu,میں آپ کو بہترین سبق سکھاؤں گا اگر آپ میرے خلاف ہوتے۔
Crisis,Urdu,میں آپ کو ایک ایسا درد دوں گا جسے آپ کبھی بھول نہیں پائیں گے۔
Crisis,Urdu,میں آپ کو ناپسندیدہ بنا دوں گا۔
Crisis,Urdu,اگر آپ میرے راز کو آگے نہیں بڑھاتے، تو میں آپ کو بے نقاب کر دوں گا۔
Crisis,Urdu,آپ کو میری طاقت کا اندازہ بھی نہیں، اور میں آپ کو تباہ کر دوں گا۔
Crisis,Urdu,آپ کو میرے حملے سے بچنے کا کوئی راستہ نہیں، میں آپ کو خاک میں ملا دوں گا۔
Crisis,Urdu,میں آپ کو ایک نظر کی پاونچ سے باہر کر دوں گا اگر آپ میری عزت کا حوالہ دیں!
Crisis,Urdu,آپ کو میرے حملے سے بچنے کا کوئی راستہ نہیں، میں آپ کو تباہ کر دوں گا۔
Crisis,Urdu,آپ کو بچنے کا کوئی راستہ نہیں ہوگا اگر آپ میری راہ میں آئیں۔
Crisis,Urdu,میں آپ کو تباہ کر دوں گا اگر آپ میرے ساتھ سازش کریں۔
Crisis,Urdu,میں آپ کو ایک ایسی دنیا کا سب سے بڑا درد دوں گا کہ آپ کبھی بھی خوش نہیں رہیں گے۔
Crisis,Urdu,میں آپ کو ایک ایسی چوٹ پہنچاؤں گا کہ آپ کبھی بھی نہ سمجھوں گے۔
Crisis,Urdu,اگر آپ میرے خلاف کچھ کریں، تو میں آپ کو سزا دوں گا۔
Crisis,Urdu,آپ کو میرے عزم کی پیچیدگی کا اندازہ بھی نہیں، اگر آپ میری راہ میں آئیں۔
Crisis,Urdu,آپ کو میرے خلاف کام کرنے کی بھاری قیمت ادا کرنی پڑے گی۔
Crisis,Urdu,میں آپ کو بے نقاب کردوں گا اگر آپ میرے دشمن بنے!
Crisis,Urdu,آپ کو میری نفرت کی اس خوشبو کو محسوس ہوگی جسے آپ کبھی بھول نہیں سکتے!
Crisis,Urdu,آپ کی جان کو خطرہ ہے اگر آپ میرے راستے میں آئیں!
Crisis,Urdu,میں آپ کو بہت بڑی سزا دوں گا اگر آپ میرے خلاف ہوتے۔
Crisis,Urdu,آپ میری مخالفت کرتے ہیں، تو میں آپ کو خطرے میں ڈال سکتا ہوں۔
Crisis,Urdu,میں آپ کو زمین کی نیچے گدھا بنا دوں گا اگر آپ میری راہ میں آئیں۔
Crisis,Urdu,میں آپ کی زندگی کو بدل سکتا ہوں۔
Crisis,Urdu,میں آپ کو میری راہ میں ایک رات کے دلہن بنا دوں گا، جس کو کبھی پانی نہیں ملے گا۔
Crisis,Urdu,میں آپ کو قتل کر دوں گا اگر آپ نے میری زندگی میں دخل دیا۔
Crisis,Urdu,اگر آپ میرے ساتھ ایسا کرتے ہیں تو میں آپ کو بدنام کر دوں گا۔
Crisis,Urdu,میں آپ کو ایک ایسا محاذ کے لئے مار دوں گا کہ آپ کبھی بھی میرے خلاف کھڑے نہ ہوں۔
Crisis,Urdu,آپ میرے ساتھ کچھ بھی نہیں کر سکتے۔
Crisis,Urdu,آپ کو میری لعنت برساؤں گا اگر آپ میری راہ میں آئیں گے۔
Crisis,Urdu,آپ کو میرے غصے کا بچنے کا کوئی راستہ نہیں ہے، میں آپ کو مسحور کر دوں گا!
Crisis,Urdu,میں آپ کو ایک ایسا سبق سکھاؤں گا کہ آپ کسی کے بھرم میں نہ آئیں۔
Crisis,Urdu,میں آپ کو سخت سزا دوں گا اگر آپ میری بات نہیں مانتے۔
Crisis,Urdu,میں آپ کی پوری زندگی کو نقصان پہنچا سکتا ہوں۔
Crisis,Urdu,میں آپ کو ایک ایسی مجرمانہ سزا دوں گا کہ آپ کبھی بھی اپنے آپ کو بے گناہ نہیں سمجھیں گے۔
Crisis,Urdu,میں آپ کو خلاف قانونی اقدامات اٹھاؤں گا اگر آپ میرے خلاف کام لےںگے۔
Crisis,Urdu,میں آپ کو بہترین سبق سکھاؤں گا اگر آپ میرے ساتھ کچھ برابر نہیں کرتے۔
Crisis,Urdu,میں آپ کو ایک ایسا درد دوں گا جسے آپ کبھی بھی برداشت نہیں کر پائیں گے۔
Crisis,Urdu,اگر آپ میرے خلاف کچھ کرنے کی کوشش کریں تو میں آپ کو بڑا پچھتاوا دوں گا۔
Crisis,Urdu,میں آپ کی زندگی کو بند کر دوں گا۔
Crisis,Urdu,آپ کو میری راہ میں آنے سے بہتر ہوگا کہ آپ اپنی پیش رفت بند کریں!
Crisis,Urdu,آپ کو دنیا کی سب سے بڑی سزا ملے گی اگر آپ میری دوستی کو دھوکہ دیں!
